,posteam,posteam_score,defteam_score,time,qtr,down,ydstogo,yrdln,play_type,desc,wp,ep,epa,total_home_epa,total_away_epa
49117,,,,15:00,1.0,,0.0,PHI 35,,GAME,0.43320796,0.77022237,-0.0,0.0,0.0
49118,WAS,0.0,0.0,15:00,1.0,,0.0,PHI 35,kickoff,"4-J.Elliott kicks 65 yards from PHI 35 to end zone, Touchback to the WAS 30.",0.43320796,0.77022237,0.25781915,-0.25781915,0.25781915
49119,WAS,0.0,0.0,15:00,1.0,1.0,10.0,WAS 30,run,(15:00) (Shotgun) 5-J.Daniels scrambles up the middle to WAS 31 for 1 yard (3-N.Smith; 90-J.Davis).,0.43354625,1.0280415,-0.4430089,0.18518974,-0.18518974
49120,WAS,0.0,0.0,14:25,1.0,2.0,9.0,WAS 31,pass,"(14:25) (No Huddle, Shotgun) 5-J.Daniels pass short right to 86-Z.Ertz to WAS 34 for 3 yards (2-D.Slay).",0.41563025,0.58503264,-0.39886317,0.5840529,-0.5840529
49121,WAS,0.0,0.0,13:52,1.0,3.0,6.0,WAS 34,pass,"(13:52) (No Huddle, Shotgun) 5-J.Daniels pass short left to 17-T.McLaurin to WAS 41 for 7 yards (27-Q.Mitchell).",0.418461,0.18616945,1.6970978,-1.1130449,1.1130449
49122,WAS,0.0,0.0,13:31,1.0,1.0,10.0,WAS 41,pass,"(13:31) (No Huddle, Shotgun) 5-J.Daniels pass incomplete short middle to 30-A.Ekeler (93-M.Williams).",0.4548994,1.8832672,-0.5135015,-0.59954333,0.59954333
49123,WAS,0.0,0.0,13:29,1.0,2.0,10.0,WAS 41,pass,"(13:29) (No Huddle, Shotgun) 5-J.Daniels pass short right to 87-J.Bates to WAS 45 for 4 yards (8-C.Gardner-Johnson).",0.43678147,1.3697656,-0.43542925,-0.1641141,0.1641141
49124,WAS,0.0,0.0,12:48,1.0,3.0,6.0,WAS 45,pass,"(12:48) (No Huddle, Shotgun) 5-J.Daniels pass short left to 14-O.Zaccheaus to PHI 48 for 7 yards (53-Z.Baun).",0.42585674,0.9343365,1.7122754,-1.8763895,1.8763895
49125,WAS,0.0,0.0,12:16,1.0,1.0,10.0,PHI 48,run,"(12:16) (No Huddle, Shotgun) 8-B.Robinson left tackle to PHI 43 for 5 yards (53-Z.Baun; 19-J.Sweat).",0.4801179,2.646612,-0.017715061,-1.8586744,1.8586744
49126,WAS,0.0,0.0,11:41,1.0,2.0,5.0,PHI 43,pass,"(11:41) (No Huddle, Shotgun) 5-J.Daniels pass incomplete short left to 86-Z.Ertz.",0.46476734,2.6288967,-0.85009587,-1.0085785,1.0085785
49127,WAS,0.0,0.0,11:37,1.0,3.0,5.0,PHI 43,pass,"(11:37) (No Huddle, Shotgun) 5-J.Daniels pass incomplete deep right to 30-A.Ekeler (33-C.DeJean).",0.44100326,1.778801,-1.7535224,0.74494386,-0.74494386
49128,WAS,0.0,0.0,11:28,1.0,4.0,5.0,PHI 43,pass,"(11:28) (No Huddle, Shotgun) 5-J.Daniels pass short left to 86-Z.Ertz pushed ob at PHI 36 for 7 yards (53-Z.Baun).",0.39266723,0.025278522,3.451743,-2.706799,2.706799
49129,WAS,0.0,0.0,10:58,1.0,1.0,10.0,PHI 36,pass,"(10:58) (No Huddle, Shotgun) 5-J.Daniels pass short right to 14-O.Zaccheaus to PHI 31 for 5 yards (53-Z.Baun).",0.5304118,3.4770212,0.12596326,-2.8327622,2.8327622
49130,WAS,0.0,0.0,10:26,1.0,2.0,5.0,PHI 31,run,"(10:26) (No Huddle, Shotgun) 8-B.Robinson right tackle to PHI 28 for 3 yards (93-M.Williams).",0.51782006,3.6029847,-0.18005913,-2.652703,2.652703
49131,WAS,0.0,0.0,09:55,1.0,3.0,2.0,PHI 28,pass,"(9:55) (No Huddle, Shotgun) 5-J.Daniels pass incomplete short left to 14-O.Zaccheaus (27-Q.Mitchell).",0.51499045,3.4229255,-1.3867536,-1.2659495,1.2659495
49132,WAS,0.0,0.0,09:50,1.0,4.0,2.0,PHI 28,run,"(9:50) (No Huddle, Shotgun) 5-J.Daniels scrambles up the middle to PHI 23 for 5 yards (33-C.DeJean).",0.4683873,2.036172,2.3484404,-3.61439,3.61439
49133,WAS,0.0,0.0,09:10,1.0,1.0,10.0,PHI 23,run,"(9:10) (No Huddle, Shotgun) 30-A.Ekeler left guard to PHI 22 for 1 yard (98-J.Carter; 32-R.Blankenship).",0.5607285,4.384612,-0.412224,-3.2021658,3.2021658
49134,WAS,0.0,0.0,08:33,1.0,2.0,9.0,PHI 22,pass,"(8:33) (No Huddle, Shotgun) 5-J.Daniels pass incomplete short right to 80-J.Crowder.",0.54534644,3.9723883,-0.5903602,-2.6118057,2.6118057
49135,WAS,0.0,0.0,08:30,1.0,3.0,9.0,PHI 22,pass,"(8:30) (No Huddle, Shotgun) 5-J.Daniels pass short left to 30-A.Ekeler pushed ob at PHI 16 for 6 yards (42-O.Burks; 27-Q.Mitchell).",0.52155125,3.382028,-0.6586733,-1.9531323,1.9531323
49136,WAS,0.0,0.0,08:01,1.0,4.0,3.0,PHI 16,field_goal,"(8:01) 47-Z.Gonzalez 34 yard field goal is GOOD, Center-69-T.Ott, Holder-10-T.Way.",0.49727726,2.7233546,0.27664533,-2.2297776,2.2297776
49137,PHI,0.0,3.0,07:57,1.0,,0.0,WAS 35,kickoff,47-Z.Gonzalez kicks 60 yards from WAS 35 to PHI 5. 28-W.Shipley to PHI 40 for 35 yards (20-Q.Martin).,0.51108754,1.4066317,0.93453515,-1.2952424,1.2952424
49138,PHI,0.0,3.0,07:51,1.0,1.0,10.0,PHI 40,run,"(7:51) 26-S.Barkley left end for 60 yards, TOUCHDOWN.",0.5406577,2.3411667,4.658833,3.3635907,-3.3635907
49139,PHI,6.0,3.0,07:39,1.0,,0.0,WAS 15,extra_point,"4-J.Elliott extra point is GOOD, Center-49-R.Lovato, Holder-10-B.Mann.",0.6826182,0.932427,0.067573,3.4311638,-3.4311638
49140,WAS,3.0,7.0,07:39,1.0,,0.0,PHI 35,kickoff,4-J.Elliott kicks 61 yards from PHI 35 to WAS 4. 12-L.McCaffrey to WAS 27 for 23 yards (58-J.Hunt).,0.31554773,0.8653362,0.09596511,3.3351986,-3.3351986
49141,WAS,3.0,7.0,07:31,1.0,1.0,10.0,WAS 27,run,(7:31) (Shotgun) 30-A.Ekeler left tackle to WAS 31 for 4 yards (42-O.Burks; 27-Q.Mitchell).,0.31554773,0.9613013,-0.07858557,3.4137843,-3.4137843
49142,WAS,3.0,7.0,07:03,1.0,2.0,6.0,WAS 31,pass,"(7:03) (No Huddle, Shotgun) 5-J.Daniels pass short middle to 86-Z.Ertz to WAS 36 for 5 yards (53-Z.Baun).",0.30467314,0.8827157,0.39099467,3.0227895,-3.0227895
49143,WAS,3.0,7.0,06:19,1.0,3.0,1.0,WAS 36,run,"(6:19) (No Huddle, Shotgun) 8-B.Robinson left guard to WAS 39 for 3 yards (8-C.Gardner-Johnson; 53-Z.Baun).",0.30952635,1.2737104,0.47754776,2.5452416,-2.5452416
49144,WAS,3.0,7.0,05:54,1.0,1.0,10.0,WAS 39,pass,"(5:54) (No Huddle, Shotgun) 5-J.Daniels pass short right to 2-D.Brown to WAS 45 for 6 yards (53-Z.Baun; 33-C.DeJean). FUMBLES (53-Z.Baun), RECOVERED by PHI-32-R.Blankenship at WAS 48.",0.33482805,1.7512581,-4.811402,7.3566437,-7.3566437
49145,PHI,7.0,3.0,05:45,1.0,1.0,10.0,WAS 48,pass,(5:45) (Shotgun) 1-J.Hurts pass incomplete short left to 11-A.Brown (23-M.Lattimore).,0.77101344,3.060144,-0.49789235,6.8587513,-6.8587513
49146,PHI,7.0,3.0,05:38,1.0,2.0,10.0,WAS 48,pass,"(5:38) (No Huddle, Shotgun) 1-J.Hurts pass short right to 88-D.Goedert to WAS 38 for 10 yards (0-M.Sainristil; 11-J.Chinn).",0.75975364,2.5622516,1.1481096,8.006861,-8.006861
49147,PHI,7.0,3.0,05:08,1.0,1.0,10.0,WAS 38,pass,"(5:08) (No Huddle, Shotgun) 1-J.Hurts pass deep left to 6-D.Smith ran ob at WAS 18 for 20 yards.",0.7913928,3.710361,1.2927551,9.299616,-9.299616
49148,PHI,7.0,3.0,04:47,1.0,1.0,10.0,WAS 18,run,"(4:47) (No Huddle, Shotgun) 14-K.Gainwell up the middle to WAS 15 for 3 yards (93-J.Allen).",0.80336493,5.003116,-0.23952457,9.060092,-9.060092
49149,PHI,7.0,3.0,04:14,1.0,2.0,7.0,WAS 15,pass,"(4:14) (No Huddle, Shotgun) 1-J.Hurts pass short right to 11-A.Brown ran ob at WAS 4 for 11 yards (20-Q.Martin).",0.7966489,4.763592,1.3164021,10.376493,-10.376493
49150,PHI,7.0,3.0,03:47,1.0,1.0,4.0,WAS 4,run,"(3:47) (No Huddle, Shotgun) 26-S.Barkley right end for 4 yards, TOUCHDOWN.",0.81004626,6.0799937,0.92000616,11.2965,-11.2965
49151,PHI,13.0,3.0,03:43,1.0,,0.0,WAS 15,extra_point,"4-J.Elliott extra point is GOOD, Center-49-R.Lovato, Holder-10-B.Mann.",0.83142227,0.932427,0.067573,11.364073,-11.364073
49152,WAS,3.0,14.0,03:43,1.0,,0.0,PHI 35,kickoff,4-J.Elliott kicks 64 yards from PHI 35 to WAS 1. 12-L.McCaffrey to WAS 27 for 26 yards (21-S.Brown; 36-T.McCollum).,0.16708346,0.87026477,0.0923987,11.271674,-11.271674
49153,WAS,3.0,14.0,03:37,1.0,1.0,10.0,WAS 27,run,(3:37) (Shotgun) 8-B.Robinson right guard to WAS 29 for 2 yards (3-N.Smith; 97-M.Ojomo).,0.16708346,0.9626635,-0.36506382,11.636738,-11.636738
49154,WAS,3.0,14.0,03:08,1.0,2.0,8.0,WAS 29,run,"(3:08) (No Huddle, Shotgun) 8-B.Robinson left guard to WAS 31 for 2 yards (42-O.Burks; 97-M.Ojomo).",0.15761268,0.5975996,-0.49618584,12.132924,-12.132924
49155,WAS,3.0,14.0,02:32,1.0,3.0,6.0,WAS 31,pass,(2:32) (Shotgun) 5-J.Daniels pass incomplete deep right to 17-T.McLaurin.,0.15539658,0.10141379,-1.2989038,13.431828,-13.431828
49156,WAS,3.0,14.0,02:26,1.0,4.0,6.0,WAS 31,pass,(2:26) (Punt formation) 10-T.Way pass deep middle to 82-B.Sinnott to PHI 46 for 23 yards (54-J.Trotter; 28-W.Shipley).,0.13448861,-1.1974901,3.9842155,9.447612,-9.447612
49157,WAS,3.0,14.0,01:42,1.0,1.0,10.0,PHI 46,pass,(1:42) (Shotgun) 5-J.Daniels sacked at WAS 48 for -6 yards (42-O.Burks).,0.1861688,2.7867255,-1.2032207,10.650833,-10.650833
49158,WAS,3.0,14.0,01:03,1.0,2.0,16.0,WAS 48,pass,"(1:03) (No Huddle, Shotgun) 5-J.Daniels pass short right to 2-D.Brown to PHI 28 for 24 yards (42-O.Burks).",0.1663479,1.5835048,2.4605975,8.190235,-8.190235
49159,WAS,3.0,14.0,00:26,1.0,1.0,10.0,PHI 28,run,"(:26) (No Huddle, Shotgun) 8-B.Robinson right guard to PHI 28 for no gain (53-Z.Baun).",0.1987905,4.044102,-0.4227953,8.61303,-8.61303
49160,WAS,3.0,14.0,00:00,1.0,,0.0,PHI 28,,END QUARTER 1,0.18833326,3.6213071,-0.0,8.61303,-8.61303
49161,WAS,3.0,14.0,15:00,2.0,2.0,10.0,PHI 28,pass,(15:00) (Shotgun) 5-J.Daniels pass incomplete deep right to 2-D.Brown.,0.18833326,3.6213071,-0.6379888,9.2510195,-9.2510195
49162,WAS,3.0,14.0,14:54,2.0,3.0,10.0,PHI 28,pass,"(14:54) (No Huddle, Shotgun) 5-J.Daniels pass incomplete short left.",0.17261633,2.983318,-1.1663016,10.417321,-10.417321
49163,WAS,3.0,14.0,14:46,2.0,4.0,10.0,PHI 28,field_goal,"(14:46) 47-Z.Gonzalez 46 yard field goal is GOOD, Center-69-T.Ott, Holder-10-T.Way.",0.14619441,1.8170166,1.1829834,9.234338,-9.234338
49164,PHI,14.0,6.0,14:42,2.0,,0.0,WAS 35,kickoff,47-Z.Gonzalez kicks 61 yards from WAS 35 to PHI 4. 28-W.Shipley to PHI 29 for 25 yards (11-J.Chinn).,0.8204602,1.1909745,0.29071078,9.525048,-9.525048
49165,PHI,14.0,6.0,14:37,2.0,1.0,10.0,PHI 29,run,(14:37) (Shotgun) 26-S.Barkley up the middle to PHI 26 for -3 yards (93-J.Allen).,0.8244944,1.4816853,-1.1046066,8.420442,-8.420442
49166,PHI,14.0,6.0,14:00,2.0,2.0,13.0,PHI 26,pass,(14:00) (Shotgun) 1-J.Hurts pass short right to 11-A.Brown to PHI 41 for 15 yards (11-J.Chinn).,0.8077714,0.3770786,1.7909093,10.211351,-10.211351
49167,PHI,14.0,6.0,13:29,2.0,1.0,10.0,PHI 41,pass,"(13:29) (No Huddle, Shotgun) 1-J.Hurts pass incomplete deep right to 11-A.Brown (0-M.Sainristil).",0.8478451,2.1679878,-0.4767831,9.734568,-9.734568
49168,PHI,14.0,6.0,13:21,2.0,2.0,10.0,PHI 41,no_play,"(13:21) (No Huddle, Shotgun) PENALTY on PHI-56-T.Steen, False Start, 5 yards, enforced at PHI 41 - No Play.",0.8395772,1.6912048,-0.5946418,9.139926,-9.139926
49169,PHI,14.0,6.0,13:21,2.0,2.0,15.0,PHI 36,pass,(13:21) (Shotgun) 1-J.Hurts pass short middle to 14-K.Gainwell to PHI 44 for 8 yards (20-Q.Martin; 4-F.Luvu).,0.8318682,1.096563,0.031419944,9.171346,-9.171346
49170,PHI,14.0,6.0,12:33,2.0,3.0,7.0,PHI 44,pass,(12:33) (Shotgun) 1-J.Hurts pass short left to 88-D.Goedert to WAS 41 for 15 yards (54-B.Wagner).,0.82961285,1.127983,2.1215029,11.292849,-11.292849
49171,PHI,14.0,6.0,11:59,2.0,1.0,10.0,WAS 41,run,"(11:59) (No Huddle, Shotgun) 14-K.Gainwell left guard to WAS 40 for 1 yard (54-B.Wagner).",0.8608244,3.2494857,-0.52487856,10.76797,-10.76797
49172,PHI,14.0,6.0,11:30,2.0,2.0,9.0,WAS 40,pass,"(11:30) (No Huddle, Shotgun) 1-J.Hurts pass short right to 14-K.Gainwell to WAS 32 for 8 yards (20-Q.Martin; 54-B.Wagner).",0.8545258,2.7246072,0.70959425,11.477565,-11.477565
49173,PHI,14.0,6.0,11:02,2.0,3.0,1.0,WAS 32,run,(11:02) (No Huddle) 1-J.Hurts up the middle to WAS 31 for 1 yard (6-D.Fowler; 91-C.Davis).,0.85964084,3.4342015,0.4521483,11.929713,-11.929713
49174,PHI,14.0,6.0,10:26,2.0,1.0,10.0,WAS 31,run,"(10:26) (No Huddle, Shotgun) 14-K.Gainwell left guard to WAS 27 for 4 yards (91-C.Davis).",0.86306655,3.8863497,-0.09917234,11.830541,-11.830541
49175,PHI,14.0,6.0,09:51,2.0,2.0,6.0,WAS 27,pass,"(9:51) (No Huddle, Shotgun) 1-J.Hurts pass incomplete short right.",0.8588653,3.7871773,-0.72601485,11.104526,-11.104526
49176,,,,09:43,2.0,,0.0,WAS 27,no_play,Timeout #1 by PHI at 09:43.,0.84530073,3.0611625,0.0,11.104526,-11.104526
49177,PHI,14.0,6.0,09:43,2.0,3.0,6.0,WAS 27,pass,(9:43) (Shotgun) 1-J.Hurts sacked at WAS 36 for -9 yards (4-F.Luvu).,0.84530073,3.0611625,-2.2760587,8.828467,-8.828467
49178,PHI,14.0,6.0,08:55,2.0,4.0,15.0,WAS 36,field_goal,"(8:55) 4-J.Elliott 54 yard field goal is No Good, Wide Right, Center-49-R.Lovato, Holder-10-B.Mann.",0.81872046,0.7851039,-3.101566,5.726901,-5.726901
49179,WAS,6.0,14.0,08:49,2.0,1.0,10.0,WAS 44,run,(8:49) (Shotgun) 5-J.Daniels scrambles right end ran ob at 50 for 6 yards (42-O.Burks; 58-J.Hunt).,0.2276681,2.3164623,0.31041574,5.4164853,-5.4164853
49180,WAS,6.0,14.0,08:19,2.0,2.0,4.0,MID 50,pass,"(8:19) (No Huddle, Shotgun) 5-J.Daniels pass short middle to 87-J.Bates to PHI 43 for 7 yards (32-R.Blankenship).",0.22807755,2.626878,0.3670987,5.0493865,-5.0493865
49181,WAS,6.0,14.0,07:55,2.0,1.0,10.0,PHI 43,run,"(7:55) (No Huddle, Shotgun) 8-B.Robinson left tackle to PHI 36 for 7 yards (53-Z.Baun).",0.23743492,2.9939766,0.52748716,4.521899,-4.521899
49182,WAS,6.0,14.0,07:18,2.0,2.0,3.0,PHI 36,pass,"(7:18) (No Huddle, Shotgun) 5-J.Daniels pass incomplete short right to 2-D.Brown (33-C.DeJean).",0.24778593,3.5214639,-0.6501997,5.172099,-5.172099
49183,WAS,6.0,14.0,07:15,2.0,3.0,3.0,PHI 36,pass,"(7:15) (No Huddle, Shotgun) 5-J.Daniels pass short right to 17-T.McLaurin for 36 yards, TOUCHDOWN.",0.23818097,2.871264,4.128736,1.0433632,-1.0433632
49184,WAS,12.0,14.0,07:05,2.0,,0.0,PHI 2,pass,TWO-POINT CONVERSION ATTEMPT. 5-J.Daniels pass to 30-A.Ekeler is complete. ATTEMPT FAILS.,0.33931908,0.947,-0.947,1.9903631,-1.9903631
49185,PHI,14.0,12.0,07:05,2.0,,0.0,WAS 35,kickoff,"47-Z.Gonzalez kicks 60 yards from WAS 35 to PHI 5. 14-K.Gainwell MUFFS catch, and recovers at PHI 8. 14-K.Gainwell to PHI 28 for 20 yards (38-K.Seymour; 22-D.Forrest).",0.7198412,0.8831584,0.07566748,2.0660307,-2.0660307
49186,PHI,14.0,12.0,07:00,2.0,1.0,10.0,PHI 28,pass,(7:00) (Shotgun) 1-J.Hurts pass short middle to 6-D.Smith to PHI 36 for 8 yards (0-M.Sainristil; 4-F.Luvu).,0.72537965,0.9588258,0.66650635,2.732537,-2.732537
49187,PHI,14.0,12.0,06:20,2.0,2.0,2.0,PHI 36,run,(6:20) (Shotgun) 26-S.Barkley left guard to PHI 37 for 1 yard (96-J.Holmes).,0.74834704,1.6253321,-0.39141166,2.3411252,-2.3411252
49188,PHI,14.0,12.0,05:44,2.0,3.0,1.0,PHI 37,run,(5:44) 1-J.Hurts up the middle to PHI 38 for 1 yard (91-C.Davis; 90-J.Jean-Baptiste).,0.72272176,1.2339205,0.19621193,2.5373373,-2.5373373
49189,PHI,14.0,12.0,04:59,2.0,1.0,10.0,PHI 38,run,(4:59) 74-F.Johnson reported in as eligible. 1-J.Hurts scrambles up the middle to PHI 40 for 2 yards (93-J.Allen).,0.7384658,1.4301324,-0.46241704,2.0749202,-2.0749202
49190,PHI,14.0,12.0,04:13,2.0,2.0,8.0,PHI 40,run,(4:13) (Shotgun) 26-S.Barkley right end to 50 for 10 yards (0-M.Sainristil).,0.7261739,0.9677154,1.1338035,3.2087238,-3.2087238
49191,PHI,14.0,12.0,03:42,2.0,1.0,10.0,MID 50,run,"(3:42) (No Huddle, Shotgun) 1-J.Hurts left end to 50 for no gain (54-B.Wagner).",0.7579067,2.1015189,-0.39466256,2.8140612,-2.8140612
49192,PHI,14.0,12.0,02:57,2.0,2.0,10.0,MID 50,run,(2:57) (Shotgun) 26-S.Barkley up the middle to WAS 45 for 5 yards (1-N.Igbinoghene; 54-B.Wagner).,0.7462145,1.7068564,0.09898503,2.9130461,-2.9130461
49193,PHI,14.0,12.0,02:20,2.0,3.0,5.0,WAS 45,pass,(2:20) (Shotgun) 1-J.Hurts pass incomplete short right to 26-S.Barkley (0-M.Sainristil).,0.72782564,1.8058413,-1.5256193,1.3874269,-1.3874269
49194,PHI,14.0,12.0,02:14,2.0,4.0,5.0,WAS 45,pass,(2:14) (Shotgun) 1-J.Hurts pass deep left to 11-A.Brown pushed ob at WAS 14 for 31 yards (23-M.Lattimore).,0.6947034,0.28022206,4.42502,5.812447,-5.812447
49195,PHI,14.0,12.0,02:00,2.0,1.0,10.0,WAS 14,run,(2:00) 26-S.Barkley left tackle to WAS 12 for 2 yards (99-C.Ferrell; 93-J.Allen).,0.7760445,4.705242,-0.4791864,5.333261,-5.333261
49196,,,,01:56,2.0,,0.0,WAS 12,no_play,Timeout #1 by WAS at 01:56.,0.7690181,4.226056,0.0,5.333261,-5.333261
49197,PHI,14.0,12.0,01:56,2.0,2.0,8.0,WAS 12,pass,(1:56) (Shotgun) 1-J.Hurts pass incomplete short middle to 88-D.Goedert (23-M.Lattimore).,0.7690181,4.226056,-0.70985013,4.6234107,-4.6234107
49198,PHI,14.0,12.0,01:51,2.0,3.0,8.0,WAS 12,no_play,"(1:51) (Shotgun) PENALTY on PHI-1-J.Hurts, False Start, 5 yards, enforced at WAS 12 - No Play.",0.7476915,3.5162058,-0.51921725,4.104193,-4.104193
49199,PHI,14.0,12.0,01:51,2.0,3.0,13.0,WAS 17,no_play,"(1:51) (Shotgun) 1-J.Hurts pass incomplete deep right to 6-D.Smith (23-M.Lattimore). PENALTY on WAS-23-M.Lattimore, Defensive Pass Interference, 16 yards, enforced at WAS 17 - No Play.",0.74145746,2.9969885,3.2658277,7.3700213,-7.3700213
49200,PHI,14.0,12.0,01:45,2.0,1.0,1.0,WAS 1,run,"(1:45) 1-J.Hurts up the middle for 1 yard, TOUCHDOWN. PENALTY on WAS-23-M.Lattimore, Unnecessary Roughness, 1 yard, enforced between downs.",0.8048562,6.2628164,0.73718363,8.107204,-8.107204
49201,PHI,20.0,12.0,01:44,2.0,,0.0,WAS 1,run,TWO-POINT CONVERSION ATTEMPT. 1-J.Hurts rushes up the middle. ATTEMPT FAILS.,0.8215593,0.947,-0.947,7.160205,-7.160205
